run_name,prompt_id,prompt,seed,steps,step_policy,selected_steps,guidance_scale,scheduler,height,width,device,dtype,model_path,decision_confidence,decision_reason,decision_source,ollama_model,latency_seconds,image_path
baseline_50_expanded,1,a red ceramic mug on a white table,42,50,fixed,50,7.5,default,512,512,mps,torch.float16,artifacts/models/stable-diffusion-v1-5,,,,,69.6557,artifacts/outputs/baseline_50_expanded/01_a_red_ceramic_mug_on_a_white_table.png
baseline_50_expanded,2,a yellow banana on a kitchen counter,42,50,fixed,50,7.5,default,512,512,mps,torch.float16,artifacts/models/stable-diffusion-v1-5,,,,,69.0027,artifacts/outputs/baseline_50_expanded/02_a_yellow_banana_on_a_kitchen_counter.png
baseline_50_expanded,3,a closed silver laptop on a wooden desk,42,50,fixed,50,7.5,default,512,512,mps,torch.float16,artifacts/models/stable-diffusion-v1-5,,,,,70.4015,artifacts/outputs/baseline_50_expanded/03_a_closed_silver_laptop_on_a_wooden_desk.png
baseline_50_expanded,4,"a futuristic city skyline at sunset with neon signs, flying cars, and reflective glass towers",42,50,fixed,50,7.5,default,512,512,mps,torch.float16,artifacts/models/stable-diffusion-v1-5,,,,,69.7318,artifacts/outputs/baseline_50_expanded/04_a_futuristic_city_skyline_at_sunset_with_neon_signs_flying_cars_and_reflective_g.png
baseline_50_expanded,5,"a busy farmers market street with fruit stalls, pedestrians, and natural afternoon lighting",42,50,fixed,50,7.5,default,512,512,mps,torch.float16,artifacts/models/stable-diffusion-v1-5,,,,,69.2156,artifacts/outputs/baseline_50_expanded/05_a_busy_farmers_market_street_with_fruit_stalls_pedestrians_and_natural_afternoon.png
baseline_50_expanded,6,"a modern coffee shop interior with wooden tables, large windows, potted plants, and people sitting and talking",42,50,fixed,50,7.5,default,512,512,mps,torch.float16,artifacts/models/stable-diffusion-v1-5,,,,,71.2876,artifacts/outputs/baseline_50_expanded/06_a_modern_coffee_shop_interior_with_wooden_tables_large_windows_potted_plants_and.png
baseline_50_expanded,7,"a cinematic fantasy battlefield with dragons, armored knights, smoke, fire, ruined castle walls, intricate details, dramatic lighting, and a stormy sky",42,50,fixed,50,7.5,default,512,512,mps,torch.float16,artifacts/models/stable-diffusion-v1-5,,,,,69.9288,artifacts/outputs/baseline_50_expanded/07_a_cinematic_fantasy_battlefield_with_dragons_armored_knights_smoke_fire_ruined_c.png
baseline_50_expanded,8,"a crowded airport terminal with travelers, luggage carts, glass walls, overhead signs, reflections on the floor, and detailed evening lighting",42,50,fixed,50,7.5,default,512,512,mps,torch.float16,artifacts/models/stable-diffusion-v1-5,,,,,69.0992,artifacts/outputs/baseline_50_expanded/08_a_crowded_airport_terminal_with_travelers_luggage_carts_glass_walls_overhead_sig.png
